"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 13 15:52:32 UTC 2025","Mon Oct 13 15:52:32 UTC 2025","2","steps","pick_and_place_steps","","","","test_req_pap_01_robot_picks_an_object_and_moves_it_to_different_positions[0-2-1-0-0-0]","D:\a\robotics_bdd\robotics_bdd\features\pick_and_place.feature: <REQ_PAP_01> Robot picks an object and moves it to different positions"
"passed","Mon Oct 13 15:52:32 UTC 2025","Mon Oct 13 15:52:32 UTC 2025","0","steps","pick_and_place_steps","","","","test_req_pap_01_robot_picks_an_object_and_moves_it_to_different_positions[2-0-0-1-1-1]","D:\a\robotics_bdd\robotics_bdd\features\pick_and_place.feature: <REQ_PAP_01> Robot picks an object and moves it to different positions"
"passed","Mon Oct 13 15:52:32 UTC 2025","Mon Oct 13 15:52:32 UTC 2025","0","steps","sensor_steps","","","","test_req_sen_01_kalman_filter_converges_to_an_accurate_estimate[1.0-0-0]","D:\a\robotics_bdd\robotics_bdd\features\sensors.feature: <REQ_SEN_01> Kalman filter converges to an accurate estimate"
"passed","Mon Oct 13 15:52:33 UTC 2025","Mon Oct 13 15:52:33 UTC 2025","0","steps","walking_steps","","","","test_req_wal_02_robot_crouches_from_different_positions[0-0-1]","D:\a\robotics_bdd\robotics_bdd\features\walking.feature: <REQ_WAL_02> Robot crouches from different positions"
"passed","Mon Oct 13 15:52:32 UTC 2025","Mon Oct 13 15:52:32 UTC 2025","0","steps","navigation_steps","","","","test_req_nav_02_robot_moves_diagonally_in_3d_space[0-0-0-0-1-1-0-1-1]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_02> Robot moves diagonally in 3D space"
"passed","Mon Oct 13 15:52:32 UTC 2025","Mon Oct 13 15:52:32 UTC 2025","2","steps","walking_steps","","","","test_req_wal_01_robot_starts_walking_from_different_positions[1-1-1]","D:\a\robotics_bdd\robotics_bdd\features\walking.feature: <REQ_WAL_01> Robot starts walking from different positions"
"passed","Mon Oct 13 15:52:33 UTC 2025","Mon Oct 13 15:52:33 UTC 2025","0","steps","walking_steps","","","","test_req_wal_03_robot_walks_forward_by_variable_distances[0-1-0-2-0-3-0]","D:\a\robotics_bdd\robotics_bdd\features\walking.feature: <REQ_WAL_03> Robot walks forward by variable distances"
"passed","Mon Oct 13 15:52:32 UTC 2025","Mon Oct 13 15:52:32 UTC 2025","2","steps","walking_steps","","","","test_req_wal_01_robot_starts_walking_from_different_positions[0-0-0]","D:\a\robotics_bdd\robotics_bdd\features\walking.feature: <REQ_WAL_01> Robot starts walking from different positions"
"passed","Mon Oct 13 15:52:32 UTC 2025","Mon Oct 13 15:52:32 UTC 2025","2","steps","safety_steps","","","","test_req_saf_02_robot_arm_avoids_single_obstacle[0-0-0-0-0.5-0-0-1-0]","D:\a\robotics_bdd\robotics_bdd\features\safety.feature: <REQ_SAF_02> Robot arm avoids single obstacle"
"passed","Mon Oct 13 15:52:32 UTC 2025","Mon Oct 13 15:52:32 UTC 2025","0","steps","sensor_steps","","","","test_req_sen_02_sensor_detects_objects_at_various_positions_within_range[0.5-0.4-0-0]","D:\a\robotics_bdd\robotics_bdd\features\sensors.feature: <REQ_SEN_02> Sensor detects objects at various positions within range"
