"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","2","steps","navigation_steps","","","","test_req_nav_03_robot_moves_forwardbackward_multiple_steps[0-0-0-up-2-0-0-2]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_03> Robot moves forward/backward multiple steps"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","1","steps","navigation_steps","","","","test_req_nav_02_robot_moves_diagonally_in_3d_space[0-1-1-0--1--1-0-0-0]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_02> Robot moves diagonally in 3D space"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","0","steps","navigation_steps","","","","test_req_nav_03_robot_moves_forwardbackward_multiple_steps[0-2-0-backward-2-0-0-0]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_03> Robot moves forward/backward multiple steps"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","0","steps","navigation_steps","","","","test_req_nav_01_robot_moves_in_a_single_direction[0-0-0-up-1-0-0-1]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_01> Robot moves in a single direction"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","2","steps","navigation_steps","","","","test_req_nav_02_robot_moves_diagonally_in_3d_space[1-1-0--1--1-0-0-0-0]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_02> Robot moves diagonally in 3D space"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","0","steps","navigation_steps","","","","test_req_nav_02_robot_moves_diagonally_in_3d_space[0-0-1-1-0--1-1-0-0]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_02> Robot moves diagonally in 3D space"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","2","steps","navigation_steps","","","","test_req_nav_03_robot_moves_forwardbackward_multiple_steps[0-0-0-forward-2-0-2-0]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_03> Robot moves forward/backward multiple steps"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","2","steps","navigation_steps","","","","test_req_nav_01_robot_moves_in_a_single_direction[0-0-0-right-1-1-0-0]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_01> Robot moves in a single direction"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","2","steps","navigation_steps","","","","test_req_nav_02_robot_moves_diagonally_in_3d_space[1-0-0--1-0-1-0-0-1]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_02> Robot moves diagonally in 3D space"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","1","steps","navigation_steps","","","","test_req_nav_04_robot_zigzags_forward_and_backward[2-2-0-backward and left-1-1-0-0-0]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_04> Robot zigzags forward and backward"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","2","steps","navigation_steps","","","","test_req_nav_05_robot_moves_in_a_circle_and_returns_to_origin[clockwise]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_05> Robot moves in a circle and returns to origin"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","2","steps","navigation_steps","","","","test_req_nav_02_robot_moves_diagonally_in_3d_space[0-0-0-0-1-1-0-1-1]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_02> Robot moves diagonally in 3D space"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","0","steps","navigation_steps","","","","test_req_nav_01_robot_moves_in_a_single_direction[1-0-0-left-1-0-0-0]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_01> Robot moves in a single direction"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","16","steps","navigation_steps","","","","test_req_nav_01_robot_moves_in_a_single_direction[0-0-0-forward-1-0-1-0]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_01> Robot moves in a single direction"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","2","steps","navigation_steps","","","","test_req_nav_01_robot_moves_in_a_single_direction[0-1-0-backward-1-0-0-0]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_01> Robot moves in a single direction"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","2","steps","navigation_steps","","","","test_req_nav_02_robot_moves_diagonally_in_3d_space[0-0-0-1-1-0-1-1-0]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_02> Robot moves diagonally in 3D space"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","2","steps","navigation_steps","","","","test_req_nav_04_robot_zigzags_forward_and_backward[0-0-0-forward and right-1-1-2-2-0]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_04> Robot zigzags forward and backward"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","1","steps","navigation_steps","","","","test_req_nav_02_robot_moves_diagonally_in_3d_space[0-0-0-1-0-1-1-0-1]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_02> Robot moves diagonally in 3D space"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","1","steps","navigation_steps","","","","test_req_nav_05_robot_moves_in_a_circle_and_returns_to_origin[counter-clockwise]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_05> Robot moves in a circle and returns to origin"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","2","steps","navigation_steps","","","","test_req_nav_01_robot_moves_in_a_single_direction[0-0-1-down-1-0-0-0]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_01> Robot moves in a single direction"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","0","steps","navigation_steps","","","","test_req_nav_03_robot_moves_forwardbackward_multiple_steps[0-0-2-down-2-0-0-0]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_03> Robot moves forward/backward multiple steps"
"passed","Sun Oct 12 23:05:37 UTC 2025","Sun Oct 12 23:05:37 UTC 2025","0","steps","navigation_steps","","","","test_req_nav_02_robot_moves_diagonally_in_3d_space[1-0-1--1-0--1-0-0-0]","D:\a\robotics_bdd\robotics_bdd\features\navigation.feature: <REQ_NAV_02> Robot moves diagonally in 3D space"
