"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","walking_steps","","","","test_req_wal_02_robot_crouches_from_different_positions[1-1-1]","/workspace/features/walking.feature: <REQ_WAL_02> Robot crouches from different positions"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","sensor_steps","","","","test_req_sen_02_sensor_detects_objects_at_various_positions_within_range[1.0-0-0-0.5]","/workspace/features/sensors.feature: <REQ_SEN_02> Sensor detects objects at various positions within range"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","walking_steps","","","","test_req_wal_03_robot_walks_forward_by_variable_distances[0-0-0-1-0-1-0]","/workspace/features/walking.feature: <REQ_WAL_03> Robot walks forward by variable distances"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","walking_steps","","","","test_req_wal_02_robot_crouches_from_different_positions[0-0-0]","/workspace/features/walking.feature: <REQ_WAL_02> Robot crouches from different positions"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","walking_steps","","","","test_req_wal_03_robot_walks_forward_by_variable_distances[1-0-0-3-1-3-0]","/workspace/features/walking.feature: <REQ_WAL_03> Robot walks forward by variable distances"
"failed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","2","steps","walking_steps","","","","test_req_wal_03_robot_walks_forward_by_variable_distances[24-29-50-51-20-13-10]","/workspace/features/walking.feature: <REQ_WAL_03> Robot walks forward by variable distances"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","walking_steps","","","","test_req_wal_01_robot_starts_walking_from_different_positions[1-1-1]","/workspace/features/walking.feature: <REQ_WAL_01> Robot starts walking from different positions"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","sensor_steps","","","","test_req_sen_02_sensor_detects_objects_at_various_positions_within_range[1.0-0-0.5-0]","/workspace/features/sensors.feature: <REQ_SEN_02> Sensor detects objects at various positions within range"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","sensor_steps","","","","test_req_sen_03_sensor_does_not_detect_objects_out_of_range[0.5-0-0-1.0]","/workspace/features/sensors.feature: <REQ_SEN_03> Sensor does not detect objects out of range"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","sensor_steps","","","","test_req_sen_02_sensor_detects_objects_at_various_positions_within_range[2.0-0-1.5-1.0]","/workspace/features/sensors.feature: <REQ_SEN_02> Sensor detects objects at various positions within range"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","sensor_steps","","","","test_req_sen_03_sensor_does_not_detect_objects_out_of_range[1.0-0-1.5-0]","/workspace/features/sensors.feature: <REQ_SEN_03> Sensor does not detect objects out of range"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","2","steps","sensor_steps","","","","test_req_sen_02_sensor_detects_objects_at_various_positions_within_range[2.0-1.5-0-0]","/workspace/features/sensors.feature: <REQ_SEN_02> Sensor detects objects at various positions within range"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","2","steps","walking_steps","","","","test_req_wal_03_robot_walks_forward_by_variable_distances[0-1-0-2-0-3-0]","/workspace/features/walking.feature: <REQ_WAL_03> Robot walks forward by variable distances"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","walking_steps","","","","test_req_wal_01_robot_starts_walking_from_different_positions[0-1-0]","/workspace/features/walking.feature: <REQ_WAL_01> Robot starts walking from different positions"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","15","steps","sensor_steps","","","","test_req_sen_01_kalman_filter_converges_to_an_accurate_estimate[1.0-0-0]","/workspace/features/sensors.feature: <REQ_SEN_01> Kalman filter converges to an accurate estimate"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","walking_steps","","","","test_req_wal_01_robot_starts_walking_from_different_positions[1-0-0]","/workspace/features/walking.feature: <REQ_WAL_01> Robot starts walking from different positions"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","sensor_steps","","","","test_req_sen_01_kalman_filter_converges_to_an_accurate_estimate[1.0-1.0-1.0]","/workspace/features/sensors.feature: <REQ_SEN_01> Kalman filter converges to an accurate estimate"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","sensor_steps","","","","test_req_sen_01_kalman_filter_converges_to_an_accurate_estimate[0-0-1.0]","/workspace/features/sensors.feature: <REQ_SEN_01> Kalman filter converges to an accurate estimate"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","walking_steps","","","","test_req_wal_02_robot_crouches_from_different_positions[0-0-1]","/workspace/features/walking.feature: <REQ_WAL_02> Robot crouches from different positions"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","walking_steps","","","","test_req_wal_01_robot_starts_walking_from_different_positions[0-0-0]","/workspace/features/walking.feature: <REQ_WAL_01> Robot starts walking from different positions"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","sensor_steps","","","","test_req_sen_02_sensor_detects_objects_at_various_positions_within_range[0.5-0.4-0-0]","/workspace/features/sensors.feature: <REQ_SEN_02> Sensor detects objects at various positions within range"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","2","steps","walking_steps","","","","test_req_wal_03_robot_walks_forward_by_variable_distances[2-2-0-1-2-3-0]","/workspace/features/walking.feature: <REQ_WAL_03> Robot walks forward by variable distances"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","1","steps","sensor_steps","","","","test_req_sen_01_kalman_filter_converges_to_an_accurate_estimate[0-1.0-0]","/workspace/features/sensors.feature: <REQ_SEN_01> Kalman filter converges to an accurate estimate"
"passed","Thu Oct 16 15:26:52 UTC 2025","Thu Oct 16 15:26:52 UTC 2025","2","steps","sensor_steps","","","","test_req_sen_03_sensor_does_not_detect_objects_out_of_range[1.0-1.5-0-0]","/workspace/features/sensors.feature: <REQ_SEN_03> Sensor does not detect objects out of range"
